last_name, first_name,player_id,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,
Almonte, Abraham,501659,2017,71.1,20.3,25.9,42.3,56.7,44,104,52.3,402,79.3,53,261,47.7,367,
Freese, David,501896,2017,61.4,18.4,24.2,35.4,64.6,85,240,49,991,81.6,116,632,51,1030,
Davis, Khris,501981,2017,74.8,25.9,21.9,57,42.7,167,293,52.2,1340,74,238,919,47.8,1228,
Marrero, Chris,502029,2017,66.2,10.6,31.7,50,50,13,26,53.6,82,89.4,5,47,46.4,71,
Locke, Jeff,502046,2017,34.8,37.5,29.2,57.1,14.3,4,7,51.1,24,62.5,3,8,48.9,23,
Pham, Tommy,502054,2017,59.7,14.5,16,43.1,56.3,72,167,49.8,1041,85.3,91,626,50.2,1049,
Chisenhall, Lonnie,502082,2017,71.5,18.3,32.3,32.4,65.9,59,182,52.8,564,81.2,66,361,47.2,505,
Presley, Alex,502100,2017,68,13.6,23.4,35.4,64.6,40,113,46.1,482,86.2,52,383,53.9,563,
Martinez, J.D.,502110,2017,75.9,24.8,27.5,48.7,51.3,127,261,50.6,950,75.2,175,705,49.4,929,
Negron, Kristopher,502117,2017,67.7,11.4,15.4,60,40,6,10,50,65,88.6,5,44,50,65,
Valencia, Danny,502143,2017,59.1,19.7,26.4,52.5,47.5,136,259,50.5,981,80.3,112,568,49.5,961,
Huffman, Chad,502151,2017,56.3,16.7,20,57.1,42.9,4,7,52.2,35,83.3,3,18,47.8,32,
Samardzija, Jeff,502188,2017,70,26.2,45.5,57.8,40,26,45,45.2,99,69,22,84,54.8,120,
Leake, Mike,502190,2017,74.2,25.8,38.6,40.6,50,13,32,48.3,83,69.7,17,66,51.7,89,
Reddick, Josh,502210,2017,64.5,8.7,27.6,28.6,71.1,89,311,55.4,1125,90.9,51,584,44.6,906,
Gentry, Craig,502226,2017,69.4,13.3,22.5,44,52,22,50,51.9,222,85.3,19,143,48.1,206,
Cahill, Trevor,502239,2017,70.6,25,42.9,25,58.3,3,12,45.2,28,66.7,6,24,54.8,34,
Freeman, Mike,502273,2017,71.2,23.2,29.7,34.2,63.2,13,38,47.9,128,75.8,23,99,52.1,139,
Heisey, Chris,502317,2017,68.1,23.9,28.2,41.3,56.5,19,46,49.5,163,75.2,27,113,50.5,166,
Dyson, Jarrod,502481,2017,61.6,8.2,25.9,27.9,68.5,46,165,46.6,638,89.1,37,450,53.4,731,
Murphy, Daniel,502517,2017,66.6,9,30.5,22.6,77.4,80,354,53.7,1162,91,60,668,46.3,1003,
Gale, Rocky,502570,2017,76,15.8,36.8,14.3,85.7,1,7,43.2,19,84.2,3,19,56.8,25,
Anderson, Chase,502624,2017,58.8,25,41.7,47.5,35,19,40,48.5,96,60,15,60,51.5,102,
Goldschmidt, Paul,502671,2017,62,21.3,22.9,38.2,61.8,129,338,54.2,1476,78.7,165,774,45.8,1249,
Peralta, Wily,503449,2017,75,27.8,30,50,33.3,3,6,45.5,20,66.7,5,18,54.5,24,
Gonzalez, Marwin,503556,2017,61.6,12.7,26.6,34.9,65.1,107,307,54.7,1155,86.4,75,589,45.3,956,
Darvish, Yu,506433,2017,36.8,35.7,31.4,63.6,18.2,7,11,47.9,35,50,5,14,52.1,38,
Amarista, Alexi,506560,2017,65.6,10.7,36.6,34.1,65.9,43,126,50.1,344,89.3,24,225,49.9,343,
Leon, Sandy,506702,2017,63.2,14.3,29.7,35.6,64.4,68,191,52.8,643,85.7,52,363,47.2,574,
Sanchez, Adrian,506703,2017,71.5,27.2,35.6,33.3,64.3,14,42,45,118,71.8,28,103,55,144,
Pena, Francisco,506747,2017,71.4,26.7,41.2,42.9,57.1,3,7,44.7,17,73.3,4,15,55.3,21,
Cardullo, Stephen,506924,2017,65.4,11.8,41.8,50,42.9,14,28,56.3,67,88.2,4,34,43.7,52,
Altuve, Jose,514888,2017,67.6,10,32,27.6,72,113,410,55.8,1283,89.5,69,688,44.2,1017,
Tejada, Ruben,514913,2017,72,8.2,23.9,37.3,60.8,19,51,47.4,213,91.2,14,170,52.6,236,
Hernandez, Cesar,514917,2017,61.4,14.3,20.4,40,57.9,94,235,49.7,1150,83.9,102,715,50.3,1164,
Segura, Jean,516416,2017,66.4,11,32,26.9,72.5,89,331,48.9,1033,88.7,79,717,51.1,1080,
Castro, Starlin,516770,2017,68.7,14.5,32.5,40,60,124,310,51.9,953,85.5,88,607,48.1,884,
Marte, Starling,516782,2017,67.4,14.9,31.6,40.8,57.1,80,196,48.2,620,83.5,67,449,51.8,666,
Sanchez, Hector,516949,2017,75.6,25,30.1,40.5,59.5,34,84,50.8,279,75,51,204,49.2,270,
Pirela, Jose,517369,2017,63.8,17.6,30.5,41.8,58.2,84,201,51,658,81.9,71,404,49,633,
Bettis, Chad,518452,2017,48.5,0,23.1,66.7,16.7,4,6,44.1,26,81.3,0,16,55.9,33,
Blash, Jabari,518466,2017,72.3,33.9,18.6,64.9,35.1,48,74,51.2,398,66.1,93,274,48.8,379,
Bumgarner, Madison,518516,2017,81,36.2,39.7,58.6,41.4,17,29,55.7,73,63.8,17,47,44.3,58,
Centeno, Juan,518542,2017,56.3,17.2,30.8,31.3,62.5,10,32,50.2,104,79.3,10,58,49.8,103,
Colon, Christian,518568,2017,65,9.2,31.2,20.7,79.3,6,29,48.2,93,89.2,6,65,51.8,100,
Culberson, Charlie,518586,2017,69.7,21.7,25.6,30,70,3,10,54.2,39,73.9,5,23,45.8,33,
d'Arnaud, Travis,518595,2017,73.4,18.4,31,37.2,62.8,77,207,49.8,668,81.6,91,494,50.2,673,
Descalso, Daniel,518614,2017,65.1,15.7,17,51.9,47.4,70,135,50.7,794,84.1,79,502,49.3,771,
Dietrich, Derek,518618,2017,64.8,11.8,28.8,37.6,62.8,100,266,50.9,923,88,68,577,49.1,891,
Donaldson, Josh,518626,2017,66.1,22.4,20,42.7,57.3,91,213,52.3,1066,77.6,144,643,47.7,973,
Eibner, Brett,518649,2017,68.4,42.3,24.3,64.7,35.3,11,17,47.9,70,57.7,22,52,52.1,76,
Freeman, Freddie,518692,2017,82.2,19.9,28.9,37.4,62.6,113,302,55.1,1045,80.1,139,700,44.9,852,
Fryer, Eric,518700,2017,64.8,13.6,18.9,36.4,63.6,12,33,49,175,85.6,16,118,51,182,
Grandal, Yasmani,518735,2017,65.3,20.7,30.4,40.5,58.6,123,304,52.9,1001,78.3,120,581,47.1,890,
Harvey, Matt,518774,2017,68.2,13.3,37.3,45.5,27.3,10,22,47.2,59,75.6,6,45,52.8,66,
Heyward, Jason,518792,2017,67.3,10.5,26.6,32,68,74,231,51.4,870,89.3,58,553,48.6,822,
Kozma, Pete,518902,2017,69,27.5,25,24,76,6,25,50,100,72.5,19,69,50,100,
LeMahieu, DJ,518934,2017,59.2,9.3,22.3,22.5,76.7,62,275,46.9,1234,89.8,77,827,53.1,1397,
Lucroy, Jonathan,518960,2017,57.5,6,22.6,25.3,74.7,48,190,45.2,842,93.7,35,588,54.8,1022,
Mesoraco, Devin,519023,2017,67.8,16.8,32.2,42.2,57.8,49,116,54.7,360,83.2,34,202,45.3,298,
Middlebrooks, Will,519025,2017,72.6,30.2,24.6,68.8,31.3,11,16,47.1,65,69.8,16,53,52.9,73,
Moncrief, Carlos,519037,2017,71.8,27.9,28.4,60,40,15,25,50.9,88,70.5,17,61,49.1,85,
Moore, Matt,519043,2017,72.2,20,31.6,60,36,15,25,44.9,79,71.4,14,70,55.1,97,
Moreland, Mitch,519048,2017,69.1,16.6,27.1,45.4,54.3,147,324,54.4,1197,83.4,115,692,45.6,1002,
Moustakas, Mike,519058,2017,75.7,12.7,39,34.3,65.7,163,475,54.5,1219,87,98,770,45.5,1017,
Navarro, Efren,519068,2017,64.4,19.4,25.3,37.8,62.2,14,37,47.7,146,80.6,20,103,52.3,160,
Nelson, Jimmy,519076,2017,59.4,43.4,35.8,52.6,42.1,20,38,45.3,106,52.6,33,76,54.7,128,
Norris, Derek,519083,2017,72.4,17.3,25.3,54.8,44.1,51,93,48.9,367,82.7,48,278,51.1,384,
Revere, Ben,519184,2017,62,6.2,25,17.5,81.8,24,137,48.8,548,91.6,22,356,51.2,574,
Rizzo, Anthony,519203,2017,67,12.1,28,31.8,67.9,124,390,52.4,1394,87.5,103,849,47.6,1267,
Romine, Austin,519222,2017,66.7,18.2,32.6,43.3,56.1,68,157,51.5,482,81.8,55,303,48.5,454,
Rupp, Cameron,519237,2017,66.6,32.2,25.8,47.3,52.7,86,182,52.5,706,67.8,137,426,47.5,640,
Smolinski, Jake,519295,2017,56,11.9,32.6,53.3,46.7,8,15,38,46,88.1,5,42,62,75,
Sogard, Eric,519299,2017,54.6,6.4,19.9,21.5,76.9,28,130,53.4,653,92.9,20,311,46.6,570,
Souza Jr., Steven,519306,2017,69.6,24.9,21.5,52.5,46.7,145,276,52.7,1286,74.5,200,803,47.3,1153,
Stanton, Giancarlo,519317,2017,66.5,22.5,24.3,51.4,48.6,190,370,56,1521,77.5,179,795,44,1196,
Szczur, Matt,519333,2017,66.1,16.9,21.9,31.7,66.3,32,101,49.8,462,81.2,52,308,50.2,466,
Thames, Eric,519346,2017,66.7,22.6,23.9,51.2,48.8,155,303,54.7,1266,77.4,158,698,45.3,1047,
Vogt, Stephen,519390,2017,59.1,11.4,32.1,28.4,71.6,59,208,52.9,648,88.6,39,341,47.1,577,
Galvis, Freddy,520471,2017,67.2,11.7,32,29.4,69.3,128,436,52,1364,87.5,99,845,48,1257,
Perez, Salvador,521692,2017,75.4,11.6,45.9,32.7,67.3,147,450,56.6,981,88.4,66,568,43.4,753,
Forsythe, Logan,523253,2017,50.7,18.4,12.8,43.2,56.8,51,118,48.2,920,81.6,92,501,51.8,989,
Flores, Wilmer,527038,2017,70.9,12.5,31.3,26,74,58,223,48.6,713,87.5,67,534,51.4,753,
Marte, Jefry,527043,2017,67.3,23.2,21.8,45.9,54.1,28,61,51.6,280,76.8,41,177,48.4,263,
Puello, Cesar,527049,2017,60,22.9,28.9,45.5,54.5,10,22,48.7,76,77.1,11,48,51.3,80,
Teheran, Julio,527054,2017,62.6,19.5,38,29.3,63.4,12,41,46.8,108,75.3,15,77,53.2,123,
Adleman, Tim,534947,2017,49.3,21.2,32.4,50,33.3,6,12,35.6,37,75.8,7,33,64.4,67,
Nava, Daniel,537953,2017,62.1,11.6,19.4,37.2,62.8,29,78,48.3,402,88,31,267,51.7,430,
Garcia, Avisail,541645,2017,83.4,18,37.5,49.9,50.1,198,397,53.5,1058,82,138,766,46.5,918,
Perez, Hernan,541650,2017,66.8,16.3,39.3,33.2,65.8,105,316,51.4,805,82.3,83,509,48.6,762,
Perez, Carlos,542208,2017,65.8,24,31.6,50,50,6,12,50,38,76,6,25,50,38,
Inciarte, Ender,542255,2017,71.2,10.3,35.7,22.1,76,101,458,50.8,1282,88.1,91,883,49.2,1241,
Ozuna, Marcell,542303,2017,73,18.5,29.8,43.9,56.1,181,412,54.3,1381,81.5,157,847,45.7,1160,
Villar, Jonathan,542340,2017,70,24.8,27.9,42.5,53.8,105,247,50.9,886,73.2,148,597,49.1,853,
Adames, Cristhian,542436,2017,87.5,28.6,22.2,83.3,16.7,5,6,52.9,27,71.4,6,21,47.1,24,
Santana, Danny,542454,2017,77.9,19.7,36,42.7,56.4,50,117,52.1,325,78.1,46,233,47.9,299,
Telis, Tomas,542513,2017,57.9,8.8,27.8,14,86,8,57,48.7,205,90.4,11,125,51.3,216,
Aguilar, Jesus,542583,2017,65.3,27,29.6,45.4,54.6,93,205,52.8,692,73,109,404,47.2,619,
Liriano, Rymer,542642,2017,80.2,33.3,19.6,52.4,47.6,11,21,51.4,107,66.7,27,81,48.6,101,
Anderson, Tyler,542881,2017,64.2,34.9,40.4,65.2,30.4,15,23,46,57,55.8,15,43,54,67,
Bandy, Jett,542908,2017,66.7,18.8,38,35.9,64.1,52,145,53.9,382,80.7,41,218,46.1,327,
Beckham, Tim,542921,2017,71,22.3,30.4,50.9,48.8,176,346,50.3,1137,77.1,178,799,49.7,1125,
Brantly, Rob,542963,2017,64.8,15.2,40.3,48.3,51.7,14,29,50.3,72,84.8,7,46,49.7,71,
Broxton, Keon,542979,2017,70.9,37.4,23.2,51.3,48.7,117,228,51.8,984,62,243,650,48.2,917,
Chatwood, Tyler,543022,2017,60.6,15.8,32.2,26.3,57.9,5,19,38.6,59,77.2,9,57,61.4,94,
Cole, Gerrit,543037,2017,73.3,21.6,41.9,43.2,47.7,19,44,46.7,105,72.7,19,88,53.3,120,
Coleman, Dusty,543038,2017,69.9,32.5,25.9,64.3,32.1,18,28,39.9,108,66.7,37,114,60.1,163,
Conley, Adam,543045,2017,55.2,27,33.8,36.4,40.9,8,22,49.2,65,62.2,10,37,50.8,67,
Crawford, Brandon,543063,2017,76,19.9,28.8,47.8,51.5,155,324,52,1124,80,157,790,48,1039,
Cron, C.J.,543068,2017,70.2,19,34.7,43,57,105,244,50.8,704,80.8,91,479,49.2,682,
Davis, Taylor,543089,2017,83.3,20,35.7,40,60,2,5,43.8,14,80,3,15,56.3,18,
Decker, Jaff,543094,2017,56.8,20.9,20.3,51.9,48.1,14,27,53,133,79.1,14,67,47,118,
Federowicz, Tim,543148,2017,70.8,23.5,17.4,75,25,3,4,48.9,23,76.5,4,17,51.1,24,
Giavotella, Johnny,543213,2017,59.1,46.2,17.6,33.3,66.7,1,3,43.6,17,53.8,6,13,56.4,22,
Gillaspie, Conor,543216,2017,71.5,7.1,27.5,41.3,58.7,19,46,54.9,167,92.9,7,98,45.1,137,
Gomes, Yan,543228,2017,71.2,20,34.7,41.5,58.5,108,260,51.3,749,79.6,101,506,48.7,711,
Grossman, Robbie,543257,2017,60.8,12.6,15.8,36.4,63.6,52,143,49.8,905,87.2,70,555,50.2,913,
Harrison, Josh,543281,2017,73.1,18.1,32.9,29.5,69.3,95,322,50.1,979,81.5,129,713,49.9,975,
Hendricks, Kyle,543294,2017,58.3,34.9,37.1,50,42.3,13,26,39.3,70,63.5,22,63,60.7,108,
Herrmann, Chris,543302,2017,66,23.8,22.1,41.8,58.2,51,122,51.1,552,76.2,83,349,48.9,529,
Hicks, Aaron,543305,2017,61.6,20.9,20.3,40.7,59.3,66,162,53.9,798,77.9,88,421,46.1,683,
Hicks, John,543308,2017,80.3,29.3,35.7,44.9,55.1,57,127,49.3,356,69.4,86,294,50.7,366,
Higashioka, Kyle,543309,2017,75.6,19.4,25,37.5,62.5,3,8,43.8,32,80.6,6,31,56.2,41,
Hosmer, Eric,543333,2017,69.8,13.5,26.8,40.5,59.5,148,365,53,1360,86.4,114,843,47,1208,
Jimenez, A.J.,543362,2017,58.3,42.9,61.9,30.8,61.5,4,13,46.7,21,57.1,6,14,53.3,24,
Joseph, Caleb,543376,2017,66.7,20.1,31.1,40.6,59.4,63,155,48.8,499,79.9,70,349,51.2,523,
Kipnis, Jason,543401,2017,64.3,14.7,27.2,37,63,71,192,48.8,706,83.9,70,477,51.2,742,
Koehler, Tom,543408,2017,49.1,42.3,36.4,41.7,33.3,5,12,38.4,33,53.8,11,26,61.6,53,
Lavarnway, Ryan,543432,2017,75,6.7,41.7,80,20,8,10,54.5,24,93.3,1,15,45.5,20,
Lyles, Jordan,543475,2017,48.4,26.7,4,100,0,1,1,44.6,25,73.3,4,15,55.4,31,
Mahtook, Mikie,543484,2017,59.7,13.9,26.7,35.9,64.1,75,209,50.3,782,86.1,64,462,49.7,774,
McCann, James,543510,2017,66.9,14.6,32.4,45.7,54.3,102,223,48.3,688,85.4,72,492,51.7,735,
Miller, Brad,543543,2017,70.7,28,25.8,37.8,61.8,88,233,55.4,903,72,144,515,44.6,728,
Milone, Tommy,543548,2017,68.2,26.7,9.5,50,50,1,2,48.8,21,66.7,4,15,51.2,22,
Montgomery, Mike,543557,2017,72.7,17.5,40,62.5,25,10,16,42.1,40,75,7,40,57.9,55,
Nieuwenhuis, Kirk,543590,2017,72.2,35.9,23.9,57.1,38.1,12,21,62,88,61.5,14,39,38,54,
Ortiz, Danny,543611,2017,52.4,0,41.2,28.6,71.4,2,7,44.7,17,100,0,11,55.3,21,
Rendon, Anthony,543685,2017,61.8,9.8,18.6,29.2,70.4,71,243,49.8,1304,90,80,813,50.2,1315,
Roark, Tanner,543699,2017,67.4,25.3,23.8,57.9,31.6,11,19,36.2,80,71.6,24,95,63.8,141,
Robertson, Daniel,543706,2017,60,1.9,15.7,18.2,81.8,4,22,44.4,140,93.3,2,105,55.6,175,
Rusin, Chris,543734,2017,47.4,22.2,50,28.6,71.4,2,7,42.4,14,77.8,2,9,57.6,19,
Semien, Marcus,543760,2017,66.2,16.7,23.8,49.2,50.8,94,191,50.4,802,83,87,522,49.6,788,
Shaw, Travis,543768,2017,66.6,15,27.6,33.1,66,119,359,54.7,1303,84.7,108,719,45.3,1079,
Springer III, George,543807,2017,68,17.1,22.1,42,57.6,119,283,50.6,1279,82.9,145,849,49.4,1248,
Strange-Gordon, Dee,543829,2017,69.6,9.8,35.9,23.7,72.7,93,392,45.9,1092,86.5,88,895,54.1,1285,
Vazquez, Christian,543877,2017,59.5,15.4,29.1,23.7,75.8,44,186,49,640,84.1,61,397,51,667,
Wong, Kolten,543939,2017,67.3,14.7,26.6,30,66.5,61,203,52,764,84.6,70,475,48,706,
Gregorius, Didi,544369,2017,82,15.1,37.5,34.7,65,142,409,53.3,1092,84.5,119,786,46.7,958,
Garcia, Leury,544725,2017,76,15.5,34.2,35.6,61,63,177,48,517,82.4,66,425,52,559,
Strasburg, Stephen,544931,2017,63.1,9.1,26.9,44,56,11,25,43.3,93,85.7,7,77,56.7,122,
Vargas, Ildemaro,545121,2017,55.6,10,29.4,60,40,3,5,48.6,17,90,1,10,51.4,18,
Fontana, Nolan,545337,2017,46.7,23.8,17,75,25,6,8,51.1,47,76.2,5,21,48.9,45,
Franklin, Nick,545338,2017,67.6,16,19,46.8,53.2,22,47,52.8,248,82.7,24,150,47.2,222,
Grichuk, Randal,545341,2017,71.5,20.5,30.6,49.4,50.6,124,251,50.3,820,79.5,119,580,49.7,811,
Marisnick, Jake,545350,2017,73,30.8,30.2,48.2,49.4,81,168,52.1,556,67.6,115,373,47.9,511,
Stassi, Max,545358,2017,63.5,15,16.2,54.5,45.5,6,11,51.9,68,85,6,40,48.1,63,
Trout, Mike,545361,2017,58.9,11.7,18.8,36.7,63.3,77,210,52.7,1119,88.3,69,591,47.3,1004,
Herrera, Odubel,546318,2017,71.4,18.4,38.1,40.1,59.7,178,444,54.1,1164,80.9,130,705,45.9,987,
Almora Jr., Albert,546991,2017,68.5,16.4,35.5,39.9,58.5,77,193,49.6,544,82.8,62,379,50.4,553,
Ruiz, Rio,547004,2017,71.8,18.6,26.9,49.5,50.5,46,93,50.7,346,81.4,45,242,49.3,337,
Delmonico, Nicky,547170,2017,74.5,21,18.4,41,59,25,61,50.4,331,79,51,243,49.6,326,
Wolters, Tony,547172,2017,61.9,14.2,23.6,35.7,63.4,40,112,47.1,474,84.2,47,330,52.9,533,
Lorenzen, Michael,547179,2017,87,35,40,25,62.5,2,8,46.5,20,60,7,20,53.5,23,
Harper, Bryce,547180,2017,73.8,18,30.7,43.1,56.9,147,341,56.9,1111,81.5,112,621,43.1,842,
Perez, Roberto,547379,2017,58.9,21.6,20.6,35.7,61.6,40,112,49.7,543,77.2,70,324,50.3,550,
Ngoepe, Gift,547912,2017,56.5,34.6,19.4,61.5,34.6,16,26,49.3,134,61.5,27,78,50.7,138,
Ryu, Hyun Jin,547943,2017,50.6,31.7,22.5,50,33.3,9,18,49.7,80,61,13,41,50.3,81,
Kim, Hyun Soo,547957,2017,66,15,19.2,30.2,69.8,29,96,50.7,499,84.1,48,321,49.3,486,
Martin, Leonys,547982,2017,74.4,19.8,28.2,44.6,55.4,33,74,50.4,262,77.6,38,192,49.6,258,
Abreu, Jose,547989,2017,67.3,13.5,30.6,40.4,59.6,163,403,52.2,1316,86.5,110,812,47.8,1207,
Diaz, Elias,553869,2017,75,12.3,25.5,44.6,55.4,37,83,46.1,325,87.7,35,285,53.9,380,
Narvaez, Omar,553882,2017,66.3,11.1,20,28,72,33,118,49.7,591,88.9,44,396,50.3,597,
Machado, Dixon,553988,2017,60.7,14.6,21,42,56.5,29,69,49.2,328,84.9,30,205,50.8,338,
Suarez, Eugenio,553993,2017,64.3,16.7,21.5,46.1,53.9,135,293,51.6,1365,83.3,138,824,48.4,1282,
Wheeler, Zack,554430,2017,51,7.7,48,29.2,58.3,7,24,49.5,50,69.2,2,26,50.5,51,
Polanco, Gregory,570256,2017,72.9,12.2,30.2,34,65.2,84,247,53.2,818,87.2,64,524,46.8,719,
Santana, Domingo,570267,2017,70.3,25,24.2,51,49,159,312,52.3,1289,75,207,828,47.7,1177,
Gonzalez, Erik,570481,2017,72.4,27.6,37.8,49.4,50.6,43,87,50.5,230,70.6,45,163,49.5,225,
Urshela, Gio,570482,2017,68.4,10,39.9,27.7,71.4,33,119,50.3,298,90,20,201,49.7,294,
Alcantara, Arismendy,570489,2017,65.9,27.7,35.9,47.1,52.9,33,70,47.7,195,71.6,39,141,52.3,214,
Sanchez, Yolmer,570560,2017,67.6,16.3,33.2,38.3,60.2,126,329,50,991,83.1,109,670,50,991,
Urena, Jose,570632,2017,60.2,30.5,43.8,48.7,35.9,19,39,47.6,89,52.5,18,59,52.4,98,
Schoop, Jonathan,570731,2017,75,20,33,44.3,55.7,197,445,54,1349,80,172,861,46,1148,
Villanueva, Christian,570799,2017,81.8,22.2,23.1,58.3,41.7,7,12,44.1,52,77.8,12,54,55.9,66,
Adams, Matt,571431,2017,72.7,19.5,39,43,57,133,309,55.6,793,80.3,90,461,44.4,634,
Altherr, Aaron,571437,2017,63.9,21.4,25.7,51,49,105,206,51.1,803,78.6,105,490,48.9,767,
Arenado, Nolan,571448,2017,71.2,15.6,28.2,40.4,59.6,156,386,53.2,1367,84.4,134,857,46.8,1204,
Barnhart, Tucker,571466,2017,72.6,14.3,23.4,31.5,68,57,181,50.8,773,85.3,78,544,49.2,749,
Bour, Justin,571506,2017,63.3,19.8,30,41.8,57.9,122,292,56,973,80.2,96,484,44,765,
Corbin, Patrick,571578,2017,54.7,25.6,32.2,47.8,52.2,22,46,48.8,143,72,21,82,51.2,150,
Davidson, Matt,571602,2017,66.4,27.8,29.5,55.7,44.3,146,262,48.4,888,72.2,175,629,51.6,947,
Farmer, Kyle,571657,2017,57.9,18.2,39,43.8,56.3,7,16,51.9,41,81.8,4,22,48.1,38,
Freitas, David,571679,2017,76.5,11.5,37.8,42.9,57.1,6,14,52.1,37,88.5,3,26,47.9,34,
Fuentes, Rey,571681,2017,68.7,16.6,32.7,50.5,47.5,50,99,51.9,303,82.9,32,193,48.1,281,
Gennett, Scooter,571697,2017,68.3,17.4,31.7,29.9,69.2,95,318,52,1003,81.8,110,633,48,927,
Goodwin, Brian,571718,2017,60.1,19.7,23.5,39.1,60.1,54,138,51.3,586,79.1,66,335,48.7,557,
Hamilton, Billy,571740,2017,65.4,15.1,26.8,29.6,68.9,97,328,49.1,1223,82.2,125,830,50.9,1269,
Haniger, Mitch,571745,2017,60.7,16,23.1,41.4,57.5,75,181,49.7,783,84,77,481,50.3,792,
Hazelbaker, Jeremy,571757,2017,71.8,30.3,27.2,44.1,52.9,15,34,50.2,125,69.7,27,89,49.8,124,
Hernandez, Enrique,571771,2017,70.4,18.5,24.8,44.6,54.9,78,175,51.1,707,81.1,88,476,48.9,676,
Holt, Brock,571788,2017,54.8,10.1,20.8,29.4,70.6,20,68,50.2,327,88.2,18,178,49.8,325,
Joseph, Tommy,571830,2017,67.5,16.3,34.4,43.5,56.5,162,372,54.1,1080,83.7,101,618,45.9,916,
Kelly, Ty,571841,2017,55.6,20.2,17.3,32.4,67.6,11,34,45.9,197,79.8,26,129,54.1,232,
Lamb, Jake,571875,2017,60.4,16.2,20.5,45.3,54.7,121,267,51.9,1302,83.7,118,730,48.1,1209,
Maile, Luke,571912,2017,65,13.9,32.7,37.2,60.5,32,86,52,263,86.1,22,158,48,243,
Marrero, Deven,571918,2017,64.9,21.7,29.4,43.4,54.9,49,113,49.7,385,75.1,55,253,50.3,390,
Matz, Steven,571927,2017,68.6,22.9,40.5,46.7,40,7,15,42,37,74.3,8,35,58,51,
Myers, Wil,571976,2017,65.1,18.7,25,41.9,58.1,144,344,52.4,1374,80.9,152,813,47.6,1249,
Naquin, Tyler,571980,2017,62.5,17.8,28.6,29.2,70.8,7,24,53.8,84,80,8,45,46.2,72,
Ohlman, Mike,572000,2017,65.2,33.3,22.2,33.3,66.7,2,6,54,27,66.7,5,15,46,23,
Owings, Chris,572008,2017,76.1,12.5,38,42.5,56.4,113,266,52.6,700,86.3,60,481,47.4,632,
Phegley, Josh,572033,2017,65.1,13.7,35.7,39.4,60.6,39,99,49.6,277,86.3,25,183,50.4,281,
Piscotty, Stephen,572039,2017,70,18.7,26,37.4,61.6,79,211,52,811,81,98,525,48,750,
Pollock, AJ,572041,2017,60.3,10.3,25.3,36.8,62.8,82,223,51.4,882,89.7,52,503,48.6,834,
Rickard, Joey,572073,2017,61.6,20.5,31.4,30.7,67.5,51,166,49.1,528,78.6,69,337,50.9,547,
Schimpf, Ryan,572114,2017,60.4,22.6,19.1,41.5,57.3,34,82,52,429,76.2,54,239,48,396,
Seager, Kyle,572122,2017,62.3,15.7,23.6,34.7,64.6,103,297,50.2,1257,84.1,122,776,49.8,1246,
Susac, Andrew,572180,2017,53.3,31.3,20.8,80,20,4,5,44.4,24,68.8,5,16,55.6,30,
Taylor, Michael A.,572191,2017,69.2,25,30.1,52.2,46.9,128,245,50.2,813,73.9,140,559,49.8,808,
Thompson, Trayce,572204,2017,66,25.7,19.1,59.1,40.9,13,22,52,115,74.3,18,70,48,106,
Vincej, Zach,572227,2017,70.4,26.3,22.2,33.3,66.7,2,6,50,27,73.7,5,19,50,27,
Voit III, Luke,572228,2017,76.2,24.3,27.8,37.5,62.5,24,64,50.3,230,75.7,42,173,49.7,227,
Walker, Christian,572233,2017,75,45.8,32.4,63.6,36.4,7,11,51.5,34,54.2,11,24,48.5,32,
Zunino, Mike,572287,2017,70.5,30,29.5,56.9,43.1,149,262,50.9,887,70,181,603,49.1,855,
Goins, Ryan,572365,2017,61.1,15.5,29.1,32.4,65.6,80,247,50.7,848,83.5,78,504,49.3,825,
Adams, Lane,572669,2017,72.3,28.1,27,65.2,33.3,43,66,51.4,244,71.3,47,167,48.6,231,
Butler, Eddie,572750,2017,65.9,25.9,46.4,46.2,53.8,6,13,40.6,28,70.4,7,27,59.4,41,
Carpenter, Matt,572761,2017,55.6,14.4,14.2,39.3,59.2,77,196,51.2,1376,84.5,105,729,48.8,1310,
Dickerson, Corey,572816,2017,78.5,27,42.7,31.5,68.5,183,581,55.4,1360,73,232,859,44.6,1094,
Dozier, Brian,572821,2017,59.5,19.6,25.8,35,64.8,134,383,52.7,1487,79.7,156,795,47.3,1336,
Garneau, Dustin,572863,2017,75.8,23,29.5,50,50,37,74,49.9,251,75.4,44,191,50.1,252,
Perkins, Cameron,573088,2017,63.6,14.3,29.5,44.4,55.6,24,54,52.6,183,85.7,15,105,47.4,165,
Saladino, Tyler,573135,2017,61.7,17,22.6,46,53.2,58,126,48.9,558,81.9,61,359,51.1,582,
Straily, Dan,573185,2017,51.9,26.1,29.1,43.5,26.1,10,23,37.3,79,60.9,18,69,62.7,133,
Vargas, Kennys,573627,2017,65.3,17.8,26.8,58.7,41.3,91,155,51.6,578,82.2,63,354,48.4,542,
Segedin, Rob,574847,2017,58.5,16.7,38.1,56.3,43.8,9,16,50.6,42,83.3,4,24,49.4,41,
